produto;quantidade;ano
Pisco;-;2012
Vinho orgânico;-;2012
Espumante orgânico;-;2012
Destilado alcoólico simples de bagaceira;-;2012
Vinho acidificado;-;2012
Mosto parcialmente fermentado;-;2012
Outros derivados;-;2012
Total;428.801.600;2012
VINHO DE MESA;196.904.222;2013
Tinto;163.111.797;2013
Branco;32.066.403;2013
Rosado;1.726.022;2013
VINHO FINO DE MESA (VINIFERA);45.782.530;2013
Tinto;23.156.458;2013
Branco;21.906.349;2013
Rosado;719.723;2013
SUCO;64.879.790;2013
Suco de uva integral;33.673.396;2013
Suco de uva concentrado;31.206.394;2013
Suco de uva adoçado;-;2013
Suco de uva orgânico;-;2013
Suco de uva reconstituído;-;2013
DERIVADOS;64.072.127;2013
Espumante;30.275;2013
Espumante moscatel;159.781;2013
Base espumante;-;2013
Base espumante moscatel;1.470.700;2013
Base Champenoise champanha;359.617;2013
Base Charmat champanha;624.728;2013
Bebida de uva;4.260;2013
Polpa de uva;1.742.152;2013
Mosto simples;58.517.506;2013
Mosto concentrado;-;2013
Mosto de uva com bagaço;-;2013
Mosto dessulfitado;-;2013
Mistelas;2.500;2013
Néctar de uva;10.000;2013
Licorosos;-;2013
Compostos;-;2013
Jeropiga;-;2013
Filtrado;-;2013
Frisante;1.009.000;2013
Vinho leve;-;2013
Vinho licoroso;100;2013
Brandy;-;2013
Destilado;-;2013
Bagaceira;-;2013
Licor de bagaceira;-;2013
Vinagre;-;2013
Borra líquida;63.111;2013
Borra seca;78.397;2013
Vinho Composto;-;2013
Pisco;-;2013
Vinho orgânico;-;2013
Espumante orgânico;-;2013
Destilado alcoólico simples de bagaceira;-;2013
Vinho acidificado;-;2013
Mosto parcialmente fermentado;-;2013
Outros derivados;-;2013
Total;371.638.669;2013
VINHO DE MESA;196.173.123;2014
Tinto;157.776.363;2014
Branco;37.438.069;2014
Rosado;958.691;2014
VINHO FINO DE MESA (VINIFERA);38.464.314;2014
Tinto;17.208.996;2014
Branco;20.054.804;2014
Rosado;1.200.514;2014
SUCO;76.723.537;2014
Suco de uva integral;43.331.223;2014
Suco de uva concentrado;33.392.314;2014
Suco de uva adoçado;-;2014
Suco de uva orgânico;-;2014
Suco de uva reconstituído;-;2014
DERIVADOS;62.907.281;2014
Espumante;2.700;2014
Espumante moscatel;100.000;2014
Base espumante;-;2014
Base espumante moscatel;1.808.044;2014
Base Champenoise champanha;234.725;2014
Base Charmat champanha;376.968;2014
Bebida de uva;3.860;2014
Polpa de uva;2.484.000;2014
Mosto simples;57.582.195;2014
Mosto concentrado;-;2014
Mosto de uva com bagaço;-;2014
Mosto dessulfitado;-;2014
Mistelas;1.000;2014
Néctar de uva;1.140;2014
Licorosos;-;2014
Compostos;-;2014
Jeropiga;-;2014
Filtrado;-;2014
Frisante;26.069;2014
Vinho leve;-;2014
Vinho licoroso;36.000;2014
Brandy;-;2014
Destilado;-;2014
Bagaceira;-;2014
Licor de bagaceira;-;2014
Vinagre;53.776;2014
Borra líquida;50.954;2014
Borra seca;142.850;2014
Vinho Composto;3.000;2014
Pisco;-;2014
Vinho orgânico;-;2014
Espumante orgânico;-;2014
Destilado alcoólico simples de bagaceira;-;2014
Vinho acidificado;-;2014
Mosto parcialmente fermentado;-;2014
Outros derivados;-;2014
Total;374.268.255;2014
VINHO DE MESA;210.308.560;2015
Tinto;169.811.472;2015
Branco;39.557.250;2015
Rosado;939.838;2015
VINHO FINO DE MESA (VINIFERA);37.148.982;2015
Tinto;16.745.896;2015
Branco;19.561.966;2015
Rosado;841.120;2015
SUCO;87.894.468;2015
Suco de uva integral;52.233.155;2015
Suco de uva concentrado;35.661.313;2015
Suco de uva adoçado;-;2015
Suco de uva orgânico;-;2015
Suco de uva reconstituído;-;2015
DERIVADOS;107.349.704;2015
Espumante;23.750;2015
Espumante moscatel;110.100;2015
Base espumante;-;2015
Base espumante moscatel;1.607.727;2015
Base Champenoise champanha;605.001;2015
Base Charmat champanha;1.466.259;2015
Bebida de uva;922;2015
Polpa de uva;2.371.140;2015
Mosto simples;100.911.592;2015
Mosto concentrado;-;2015
Mosto de uva com bagaço;-;2015
Mosto dessulfitado;-;2015
Mistelas;-;2015
Néctar de uva;1.000;2015
Licorosos;-;2015
Compostos;-;2015
Jeropiga;-;2015
Filtrado;-;2015
Frisante;-;2015
Vinho leve;-;2015
Vinho licoroso;56.000;2015
Brandy;-;2015
Destilado;-;2015
Bagaceira;1.350;2015
Licor de bagaceira;-;2015
Vinagre;25.800;2015
Borra líquida;48.833;2015
Borra seca;120.230;2015
Vinho Composto;-;2015
Pisco;-;2015
Vinho orgânico;-;2015
Espumante orgânico;-;2015
Destilado alcoólico simples de bagaceira;-;2015
Vinho acidificado;-;2015
Mosto parcialmente fermentado;-;2015
Outros derivados;-;2015
Total;442.701.714;2015
VINHO DE MESA;86.319.015;2016
Tinto;75.279.191;2016
Branco;10.727.099;2016
Rosado;312.725;2016
VINHO FINO DE MESA (VINIFERA);18.070.626;2016
Tinto;8.774.847;2016
Branco;8.705.066;2016
Rosado;590.713;2016
SUCO;42.210.389;2016
Suco de uva integral;31.117.869;2016
Suco de uva concentrado;11.092.520;2016
Suco de uva adoçado;-;2016
Suco de uva orgânico;-;2016
Suco de uva reconstituído;-;2016
DERIVADOS;53.950.314;2016
Espumante;1.500;2016
Espumante moscatel;100.000;2016
Base espumante;-;2016
Base espumante moscatel;1.325.700;2016
Base Champenoise champanha;740.395;2016
Base Charmat champanha;250.280;2016
Bebida de uva;3.474;2016
Polpa de uva;1.620.430;2016
Mosto simples;49.770.993;2016
Mosto concentrado;-;2016
Mosto de uva com bagaço;-;2016
Mosto dessulfitado;-;2016
Mistelas;-;2016
Néctar de uva;-;2016
Licorosos;-;2016
Compostos;-;2016
Jeropiga;-;2016
Filtrado;-;2016
Frisante;-;2016
Vinho leve;-;2016
Vinho licoroso;24.200;2016
Brandy;-;2016
Destilado;-;2016
Bagaceira;1.000;2016
Licor de bagaceira;-;2016
Vinagre;5.000;2016
Borra líquida;24.975;2016
Borra seca;82.367;2016
Vinho Composto;-;2016
Pisco;-;2016
Vinho orgânico;-;2016
Espumante orgânico;-;2016
Destilado alcoólico simples de bagaceira;-;2016
Vinho acidificado;-;2016
Mosto parcialmente fermentado;-;2016
Outros derivados;-;2016
Total;200.550.344;2016
VINHO DE MESA;255.015.187;2017
Tinto;1.365.957;2017
Branco;217.527.985;2017
Rosado;36.121.245;2017
VINHO FINO DE MESA (VINIFERA);44.537.870;2017
Tinto;21.442.212;2017
Branco;21.928.400;2017
Rosado;1.167.258;2017
SUCO;77.161.971;2017
Suco de uva integral;46.865.626;2017
Suco de uva concentrado;30.059.271;2017
Suco de uva adoçado;177.774;2017
Suco de uva orgânico;-;2017
Suco de uva reconstituído;59.300;2017
DERIVADOS;109.116.761;2017
Espumante;11.280;2017
Espumante moscatel;152.375;2017
Base espumante;-;2017
Base espumante moscatel;1.965.629;2017
Base Champenoise champanha;1.552.403;2017
Base Charmat champanha;893.364;2017
Bebida de uva;-;2017
Polpa de uva;2.507.125;2017
Mosto simples;101.010.116;2017
Mosto concentrado;-;2017
Mosto de uva com bagaço;772.110;2017
Mosto dessulfitado;-;2017
Mistelas;1.500;2017
Néctar de uva;3.000;2017
Licorosos;110.820;2017
Compostos;-;2017
Jeropiga;-;2017
Filtrado;-;2017
Frisante;-;2017
Vinho leve;-;2017
Vinho licoroso;110.820;2017
Brandy;-;2017
Destilado;-;2017
Bagaceira;900;2017
Licor de bagaceira;-;2017
Vinagre;25.319;2017
Borra líquida;-;2017
Borra seca;-;2017
Vinho Composto;-;2017
Pisco;-;2017
Vinho orgânico;-;2017
Espumante orgânico;-;2017
Destilado alcoólico simples de bagaceira;-;2017
Vinho acidificado;-;2017
Mosto parcialmente fermentado;-;2017
Outros derivados;-;2017
Total;485.831.789;2017
VINHO DE MESA;218.375.636;2018
Tinto;188.270.142;2018
Branco;29.229.970;2018
Rosado;875.524;2018
VINHO FINO DE MESA (VINIFERA);38.707.220;2018
Tinto;19.118.254;2018
Branco;18.297.257;2018
Rosado;1.291.709;2018
SUCO;65.467.906;2018
Suco de uva integral;34.367.996;2018
Suco de uva concentrado;31.099.910;2018
Suco de uva adoçado;-;2018
Suco de uva orgânico;-;2018
Suco de uva reconstituído;-;2018
DERIVADOS;95.202.101;2018
Espumante;68.500;2018
Espumante moscatel;326.200;2018
Base espumante;-;2018
Base espumante moscatel;1.320.650;2018
Base Champenoise champanha;228.518;2018
Base Charmat champanha;1.746.540;2018
Bebida de uva;-;2018
Polpa de uva;2.112.683;2018
Mosto simples;88.910.980;2018
Mosto concentrado;-;2018
Mosto de uva com bagaço;-;2018
Mosto dessulfitado;-;2018
Mistelas;2.000;2018
Néctar de uva;-;2018
Licorosos;-;2018
Compostos;-;2018
Jeropiga;-;2018
Filtrado;-;2018
Frisante;-;2018
Vinho leve;8.000;2018
Vinho licoroso;124.303;2018
Brandy;-;2018
Destilado;680;2018
Bagaceira;2.100;2018
Licor de bagaceira;-;2018
Vinagre;25.367;2018
Borra líquida;255.100;2018
Borra seca;70.480;2018
Vinho Composto;-;2018
Pisco;-;2018
Vinho orgânico;-;2018
Espumante orgânico;-;2018
Destilado alcoólico simples de bagaceira;-;2018
Vinho acidificado;-;2018
Mosto parcialmente fermentado;-;2018
Outros derivados;-;2018
Total;417.752.863;2018
VINHO DE MESA;144.629.737;2019
Tinto;121.045.115;2019
Branco;22.032.828;2019
Rosado;1.551.794;2019
VINHO FINO DE MESA (VINIFERA);37.615.422;2019
Tinto;17.389.377;2019
Branco;18.193.055;2019
Rosado;2.032.990;2019
SUCO;77.805.352;2019
Suco de uva integral;50.239.767;2019
Suco de uva concentrado;26.861.009;2019
Suco de uva adoçado;120.320;2019
Suco de uva orgânico;-;2019
Suco de uva reconstituído;584.256;2019
DERIVADOS;142.888.747;2019
Espumante;52.176;2019
Espumante moscatel;515.800;2019
Base espumante;-;2019
Base espumante moscatel;1.962.443;2019
Base Champenoise champanha;274.903;2019
Base Charmat champanha;1.188.095;2019
Bebida de uva;-;2019
Polpa de uva;1.480.269;2019
Mosto simples;135.614.344;2019
Mosto concentrado;-;2019
Mosto de uva com bagaço;645.816;2019
Mosto dessulfitado;1.000;2019
Mistelas;3.000;2019
Néctar de uva;32.519;2019
Licorosos;-;2019
Compostos;-;2019
Jeropiga;-;2019
Filtrado;-;2019
Frisante;-;2019
Vinho leve;-;2019
Vinho licoroso;99.485;2019
Brandy;-;2019
Destilado;-;2019
Bagaceira;10.495;2019
Licor de bagaceira;1.507;2019
Vinagre;76.096;2019
Borra líquida;901.431;2019
Borra seca;25.996;2019
Vinho Composto;-;2019
Pisco;3.372;2019
Vinho orgânico;-;2019
Espumante orgânico;-;2019
Destilado alcoólico simples de bagaceira;-;2019
Vinho acidificado;-;2019
Mosto parcialmente fermentado;-;2019
Outros derivados;-;2019
Total;402.939.258;2019
VINHO DE MESA;124.200.414;2020
Tinto;103.916.391;2020
Branco;19.568.734;2020
Rosado;715.289;2020
VINHO FINO DE MESA (VINIFERA);32.516.686;2020
Tinto;15.451.883;2020
Branco;15.487.915;2020
Rosado;1.576.888;2020
SUCO;69.261.287;2020
Suco de uva integral;40.718.523;2020
Suco de uva concentrado;27.963.865;2020
Suco de uva adoçado;107.289;2020
Suco de uva orgânico;471.610;2020
Suco de uva reconstituído;-;2020
DERIVADOS;92.533.804;2020
Espumante;32.399;2020
Espumante moscatel;689.139;2020
Base espumante;-;2020
Base espumante moscatel;3.006.705;2020
Base Champenoise champanha;200.777;2020
Base Charmat champanha;2.487.939;2020
Bebida de uva;-;2020
Polpa de uva;1.803.472;2020
Mosto simples;80.355.474;2020
Mosto concentrado;-;2020
Mosto de uva com bagaço;3.078.256;2020
Mosto dessulfitado;5.000;2020
Mistelas;-;2020
Néctar de uva;46.000;2020
Licorosos;-;2020
Compostos;-;2020
Jeropiga;2.000;2020
Filtrado;-;2020
Frisante;-;2020
Vinho leve;-;2020
Vinho licoroso;48.678;2020
Brandy;-;2020
Destilado;-;2020
Bagaceira;-;2020
Licor de bagaceira;5.800;2020
Vinagre;10.000;2020
Borra líquida;509.378;2020
Borra seca;167.587;2020
Vinho Composto;-;2020
Pisco;1.000;2020
Vinho orgânico;18.700;2020
Espumante orgânico;-;2020
Destilado alcoólico simples de bagaceira;500;2020
Vinho acidificado;65.000;2020
Mosto parcialmente fermentado;-;2020
Outros derivados;-;2020
Total;318.512.191;2020
VINHO DE MESA;173.899.995;2021
Tinto;146.075.996;2021
Branco;26.432.799;2021
Rosado;1.391.200;2021
VINHO FINO DE MESA (VINIFERA);43.474.998;2021
Tinto;20.433.249;2021
Branco;20.867.999;2021
Rosado;2.173.750;2021
SUCO;100.932.264;2021
Suco de uva integral;68.038.479;2021
Suco de uva concentrado;32.131.218;2021
Suco de uva adoçado;40.450;2021
Suco de uva orgânico;722.117;2021
Suco de uva reconstituído;-;2021
DERIVADOS;169.031.493;2021
Espumante;70.091;2021
Espumante moscatel;11.950;2021
Base espumante;5.475.049;2021
Base espumante moscatel;5.549.471;2021
Base Champenoise champanha;-;2021
Base Charmat champanha;-;2021
Bebida de uva;2.000;2021
Polpa de uva;1.180.578;2021
Mosto simples;153.579.926;2021
Mosto concentrado;-;2021
Mosto de uva com bagaço;618.764;2021
Mosto dessulfitado;1.532.000;2021
Mistelas;2.500;2021
Néctar de uva;18.187;2021
Licorosos;-;2021
Compostos;-;2021
Jeropiga;3.540;2021
Filtrado;-;2021
Frisante;1.390;2021
Vinho leve;-;2021
Vinho licoroso;30.000;2021
Brandy;120;2021
Destilado;-;2021
Bagaceira;12.060;2021
Licor de bagaceira;-;2021
Vinagre;7.500;2021
Borra líquida;116.450;2021
Borra seca;16.789;2021
Vinho Composto;160.000;2021
Pisco;-;2021
Vinho orgânico;93.884;2021
Espumante orgânico;2.412;2021
Destilado alcoólico simples de bagaceira;3.000;2021
Vinho acidificado;-;2021
Mosto parcialmente fermentado;543.510;2021
Outros derivados;322;2021
Total;487.338.750;2021
VINHO DE MESA;195.031.611;2022
Tinto;162.844.214;2022
Branco;30.198.430;2022
Rosado;1.988.968;2022
VINHO FINO DE MESA (VINIFERA);47.511.796;2022
Tinto;24.417.918;2022
Branco;20.896.613;2022
Rosado;2.197.265;2022
SUCO;65.809.079;2022
Suco de uva integral;35.248.305;2022
Suco de uva concentrado;29.892.550;2022
Suco de uva adoçado;79.130;2022
Suco de uva orgânico;589.094;2022
Suco de uva reconstituído;-;2022
DERIVADOS;138.501.226;2022
Espumante;70.759;2022
Espumante moscatel;27.200;2022
Base espumante;-;2022
Base espumante moscatel;6.308.043;2022
Base Champenoise champanha;1.146.717;2022
Base Charmat champanha;4.078.766;2022
Bebida de uva;-;2022
Polpa de uva;387.886;2022
Mosto simples;126.048.241;2022
Mosto concentrado;-;2022
Mosto de uva com bagaço;-;2022
Mosto dessulfitado;-;2022
Mistelas;-;2022
Néctar de uva;-;2022
Licorosos;-;2022
Compostos;-;2022
Jeropiga;5.000;2022
Filtrado;-;2022
Frisante;-;2022
Vinho leve;-;2022
Vinho licoroso;67.000;2022
Brandy;-;2022
Destilado;-;2022
Bagaceira;4.998;2022
Licor de bagaceira;-;2022
Vinagre;16.200;2022
Borra líquida;-;2022
Borra seca;-;2022
Vinho Composto;-;2022
Pisco;-;2022
Vinho orgânico;88.890;2022
Espumante orgânico;-;2022
Destilado alcoólico simples de bagaceira;4.300;2022
Vinho acidificado;-;2022
Mosto parcialmente fermentado;-;2022
Outros derivados;247.228;2022
Total;446.853.712;2022
VINHO DE MESA;169.762.429;2023
Tinto;139.320.884;2023
Branco;27.910.299;2023
Rosado;2.531.246;2023
VINHO FINO DE MESA (VINIFERA);46.268.556;2023
Tinto;23.615.783;2023
Branco;20.693.437;2023
Rosado;1.959.336;2023
SUCO;67.045.238;2023
Suco de uva integral;38.122.173;2023
Suco de uva concentrado;28.216.760;2023
Suco de uva adoçado;94.587;2023
Suco de uva orgânico;611.718;2023
Suco de uva reconstituído;-;2023
DERIVADOS;174.716.647;2023
Espumante;65.525;2023
Espumante moscatel;14.744;2023
Base espumante;-;2023
Base espumante moscatel;6.734.590;2023
Base Champenoise champanha;1.552.243;2023
Base Charmat champanha;5.418.118;2023
Bebida de uva;1.627;2023
Polpa de uva;1.388.251;2023
Mosto simples;157.848.983;2023
Mosto concentrado;-;2023
Mosto de uva com bagaço;7.784;2023
Mosto dessulfitado;-;2023
Mistelas;600;2023
Néctar de uva;70.976;2023
Licorosos;-;2023
Compostos;-;2023
Jeropiga;4.500;2023
Filtrado;-;2023
Frisante;-;2023
Vinho leve;-;2023
Vinho licoroso;73.600;2023
Brandy;450;2023
Destilado;-;2023
Bagaceira;-;2023
Licor de bagaceira;-;2023
Vinagre;9.000;2023
Borra líquida;758.140;2023
Borra seca;17.200;2023
Vinho Composto;-;2023
Pisco;-;2023
Vinho orgânico;94.150;2023
Espumante orgânico;1.365;2023
Destilado alcoólico simples de bagaceira;-;2023
Vinho acidificado;2.500;2023
Mosto parcialmente fermentado;-;2023
Outros derivados;652.301;2023
Total;457.792.870;2023
